,beginning_day,beginning_month,beginning_year,MSSHF,SH,t2m,TCC,tp,UW,VW,msl,z
5550,13,03,1994,1.0940997809516075,0.0004708581443999252,279.8894721150292,0.7139551891326904,137.79374480247498,18.417132200113933,-3.9768134757995584,107.72942909227673,-6923.564755143706
5551,14,03,1994,-0.9578497762044257,0.00046230186337595187,279.84104338883293,0.7156233105553521,134.53811621665955,17.31619676200019,-3.5867768954382977,99.24058581007031,-6777.158524835485
5552,15,03,1994,-2.850383183458115,0.00044647713051564574,279.80375514793394,0.7133006224314371,126.87204623222351,16.108077430831063,-3.4745838515387617,92.97145326534705,-6644.28440642387
5553,16,03,1994,-3.3267625701904278,0.0004524291956283011,279.8511863430023,0.7275353918287489,128.3726532459259,14.590695633443199,-3.207765027872719,84.57312121295831,-6515.22484010299
5554,17,03,1994,-4.434232206556531,0.00045552178083854895,279.9444405768076,0.7251653944227431,126.9862630367279,13.799374289915297,-2.5704450797186933,79.52243736115568,-6350.3762361800245
5555,18,03,1994,-5.794506528049044,0.00044649946220210823,279.9385095183903,0.7185002639770508,115.41507506370544,12.768791892115276,-2.4709966294606502,76.85575260676798,-6178.788731506161
5557,20,03,1994,-6.739500891452364,0.0004518706441362901,279.9694936831581,0.7114562007904053,109.07255816459656,10.844679731432597,-1.700006672520105,61.929462181006734,-5855.851983121412
5558,21,03,1994,-6.833661581081812,0.0004449941713222605,280.0757901400248,0.7007933186425103,109.2422263622284,10.890442664210003,-1.0679170816421484,53.20709752232732,-5712.123976469018
5559,22,03,1994,-7.739859054565428,0.0004201167145751583,280.1821512657165,0.6862605619642469,106.26374793052673,10.77585274810791,-0.5240452983856175,43.30146876429728,-5573.399550781965
5561,24,03,1994,-9.457504702758786,0.0003910298934674188,280.3687037596809,0.6779421576182048,102.950763463974,8.382022546068828,0.5136328733656168,21.695838422295637,-5301.445528816517
5562,25,03,1994,-10.87624890577528,0.000384653427191424,280.50717805506395,0.6791710333930122,96.98960375785828,7.240298387951322,0.989094437768727,10.643081716516727,-5200.39298903837
5564,27,03,1994,-10.050954473198782,0.0004142833619068281,280.84579936481055,0.6963670282999674,96.67601990699768,6.955748152817621,2.4007209777832057,-10.09681009779711,-4900.373391388529
5565,28,03,1994,-10.772430544365777,0.00040205708951208415,280.98835562040534,0.6968151104397243,91.89252877235413,6.666358196131388,2.237111307589216,-23.27529894896839,-4715.975413884076
5566,29,03,1994,-11.715857599894205,0.0004118703559756303,281.0649038344489,0.6989200642903646,91.57741713523865,5.9109923914167615,2.1307904990726074,-37.816496719685965,-4526.420226530683
5567,30,03,1994,-13.412328406100803,0.000402092226926047,281.09952941767375,0.6993987250010173,91.53349184989929,5.746916653845045,1.7174277540206937,-52.028591207679895,-4314.462843831294
5568,31,03,1994,-15.540073571438258,0.0004048020044215781,281.15531175240415,0.6873039249420166,85.7735435962677,5.804787655745612,1.0724425090577894,-62.43239404313355,-4071.4248094242507
5569,01,04,1994,-18.402201904296874,0.000392235587449837,281.1323513323466,0.6828518893771701,74.45924305915833,5.595979156578911,0.18307016961839728,-67.63756935441737,-3810.21068667999
5570,02,04,1994,-19.173774306233724,0.00038860624254885025,281.2384706593831,0.6719676654391818,70.85508799552917,5.281360802057054,0.0009320823245604052,-68.1540416485842,-3558.2645739345876
5571,03,04,1994,-18.79271171061198,0.00039195617530406125,281.47498307503594,0.6778380998399522,69.51095128059387,5.183270990032621,0.8037235395007689,-66.75633082067152,-3324.2927218502464
5572,04,04,1994,-20.048881391737194,0.0003958483265935178,281.66359490737915,0.6712115190294055,49.71282505989075,4.889871597078112,1.040114984215633,-65.2228074697289,-3113.9642217954497
5574,06,04,1994,-19.854985504150388,0.00046668381006610514,282.07474749323524,0.6881409767150879,49.93647599220276,5.087170223850674,0.5710622146606471,-83.09291448956284,-2799.337691277143
5575,07,04,1994,-19.197269193522132,0.00047730387320292115,282.38641282721625,0.6922837638431125,48.69332671165466,5.145910583284166,0.961748584747317,-99.13366736878861,-2668.3317690424856
5576,08,04,1994,-18.684152727932396,0.0005107494722213839,282.5199250006782,0.6953361961788602,48.13553738594055,4.95225123363071,1.5278839193979925,-111.22761780176332,-2524.476346049254
5578,10,04,1994,-19.197083714463975,0.0005461379575156067,282.8776561703152,0.701008547507392,36.483105182647705,4.941552733590868,2.169563620969987,-131.91652052589558,-2201.9189936576186
5579,11,04,1994,-19.253018547227647,0.0005469642791054462,283.0789791717529,0.7041897535536025,36.52168893814087,4.909036996142069,2.8210366275363525,-144.8377611006323,-2052.0567588494728
5580,12,04,1994,-18.471623787434897,0.0005473947994001719,283.3320639665392,0.6969280023362903,36.19506120681763,4.709382661819458,3.1702425141864383,-156.95189654528895,-1939.2307745325484
5581,13,04,1994,-17.49537937282986,0.0005445846761662931,283.59280755140514,0.6725143146514893,36.11962699890137,4.4881994981765745,3.293631689749827,-165.5615466922515,-1816.720283256893
5582,14,04,1994,-16.419219569566515,0.0005788637432307547,283.9230670244005,0.6758270899454752,32.94853067398071,4.562685757001241,3.543634747568769,-170.90267245680644,-1662.7722493538988
5585,17,04,1994,-16.011437720743814,0.0006263276894335932,284.5068683515761,0.6912655932956272,48.02238368988037,5.5307923528883185,4.409283248668249,-186.30116611243125,-1145.4615417751952
5586,18,04,1994,-16.17867981126573,0.0006317375430737633,284.71052259385846,0.6978676592508951,48.73863172531128,5.814025919405619,5.083567192141218,-191.92749713992603,-959.1389032793533
5587,19,04,1994,-16.162326469251845,0.0006374561432855545,284.8985410607232,0.7045408107333713,49.20581912994385,5.495947328419155,5.139149668078955,-196.02372483294118,-744.8239810958153
5591,23,04,1994,-16.974539151679146,0.0006665361827342066,285.28394021030005,0.7325101968129476,63.7268648147583,5.416645359420776,4.822444338968068,-214.14899634788387,206.54659199504883
5592,24,04,1994,-17.29869420776367,0.0006819430012428711,285.2769336920844,0.7349457463158502,55.92445182800293,5.71420925210317,4.563769761530561,-214.9778489211461,457.95085031513554
5593,25,04,1994,-17.332844705200195,0.0006876654385970242,285.3469570085314,0.7399001441955567,56.58295822143555,5.918601988538106,4.315954660203725,-216.46136380888015,701.8107049742786
5594,26,04,1994,-18.313998192003037,0.000682729065748289,285.33736971842444,0.7385451819949681,56.98143529891968,5.688790113724603,4.324417626380923,-219.67568096511468,929.8547972756188
5595,27,04,1994,-18.879065611775715,0.0006822115288405054,285.2543191816541,0.7368508010440403,56.98968505859375,5.448926388804119,4.454107205772403,-225.46553406638301,1139.4869656092042
5597,29,04,1994,-19.074757684665254,0.0006717559995888021,285.0231203843859,0.7370262381659615,59.462830543518066,5.223081988483005,4.40919954077403,-241.02935434149651,1544.329809889359
5598,30,04,1994,-18.731136063300237,0.0006620894867890255,284.94014533928765,0.7426483921051026,59.618553161621094,4.62708403837416,4.120313381597734,-250.48110131827804,1766.4318277221732
5599,01,05,1994,-18.268106924099392,0.0007034980125695558,285.0916909288195,0.7392025140126547,59.61218309402466,4.556409991349114,4.452438288497928,-260.0607037992582,2015.207008511316
5601,03,05,1994,-17.116402344428163,0.0007505574303764257,285.43983368292913,0.7342356641557483,66.12378692626953,5.357137210252549,5.062937743144568,-278.3116431291179,2522.768310714336
5602,04,05,1994,-16.39324887186686,0.0007510200440854937,285.51283243950735,0.7331226888020834,70.3722825050354,5.614776401562161,5.02622849244012,-286.92417723110606,2772.7626268390154
5603,05,05,1994,-15.609029498291013,0.0007480302512767392,285.5376821539985,0.739680787616306,83.72161817550659,5.771005189408196,5.658125103229949,-291.38973794898885,3030.064106207829
5604,06,05,1994,-16.92862021653917,0.0007084228480836625,285.5347630405002,0.7200376600901286,79.02369594573975,5.909850228076511,5.073229233911305,-290.03637229589566,3290.8134813844613
5606,08,05,1994,-17.237348509046765,0.0006840351752696937,285.54725944417316,0.7151124455346002,73.9342360496521,6.854654618369208,3.3943466446770585,-289.36726777277454,3793.4501604148754
5607,09,05,1994,-16.387354018147782,0.0006792668188962731,285.6095207505968,0.7144151857164172,79.98226690292358,7.469036755477058,3.347071698718603,-293.2534430593476,4039.1812695638205
5608,10,05,1994,-16.392941866387257,0.0006669307616805882,285.65603325195315,0.7031348512013753,83.4549708366394,8.090126708751255,2.726552123069766,-297.8246411203813,4285.7977126439955
5609,11,05,1994,-17.26811358337402,0.0006679473124282595,285.559809717136,0.7117180625491673,86.30820798873901,8.718481259685092,2.0399205227957857,-302.45583372012516,4531.660779030559
5611,13,05,1994,-19.251219716729057,0.0006707832163153701,285.3372591189915,0.7505715019226075,86.78390741348267,8.607409894943238,0.6992644296010361,-314.7503825654725,5025.4253480086045
5612,14,05,1994,-20.414570815022785,0.0007095442598195102,285.25331452467174,0.7347689476013184,84.35513925552368,8.44211779323154,0.21421296596527348,-322.69155870006705,5270.015712536894
5613,15,05,1994,-21.13151956787109,0.0006960676113892784,285.2653816558838,0.7142430223253039,77.58186674118042,8.546785813056097,-0.05769650090535237,-332.91281425502535,5515.811241019592
5614,16,05,1994,-21.68556351453993,0.0007011737253122798,285.2985622819688,0.7019663748423259,74.40444040298462,8.998930717934503,-0.6316862047831192,-345.36904425558606,5764.898986533232
5615,17,05,1994,-21.98980628153483,0.0007016883310111452,285.31300577087404,0.701085005569458,67.81659412384033,9.589515867932638,-1.4911829432805355,-359.4459863431913,6009.404585578589
5616,18,05,1994,-21.14902242092556,0.0007135012515450499,285.3740830956353,0.7031531137254503,67.18531131744385,9.93734946460724,-2.1499468828625123,-371.46487488046347,6260.464290317918
5618,20,05,1994,-21.417252463107637,0.0007964142458589777,285.61421231689457,0.6988597827063666,62.611900329589844,11.027355927318998,-2.6426864221360926,-388.4591041494389,6676.015564355395
5621,23,05,1994,-20.744405868530272,0.0008946275304800009,285.92019949001735,0.7114848070356581,53.24043035507202,12.0080353919771,-3.302279211256237,-407.2388580605736,7234.864525361565
5622,24,05,1994,-21.394983090888125,0.0008994705568343609,285.9888352332221,0.6863601736280653,52.98577690124512,12.467536679882475,-3.7851890866173616,-418.5478469580353,7425.283323200494
5623,25,05,1994,-21.04907497016059,0.0009246006320128194,286.2091393280029,0.6653829619513618,52.19767427444458,12.369550055016411,-3.867978232828774,-430.16418177597177,7607.030570716561
5624,26,05,1994,-20.690326961602103,0.000951734913279688,286.4751147579617,0.655851425382826,52.864198207855225,12.353487032911513,-3.477429094780814,-440.6868341136628,7783.6166593911485
5625,27,05,1994,-20.95433223470052,0.0009940821225975015,286.70866528896755,0.6494146032969156,52.63093090057373,12.498682313813104,-3.2126948891533718,-448.74749771630263,7982.95757846732
5626,28,05,1994,-21.857516856892904,0.001047850149297786,286.9390221303304,0.6434523887634278,50.62134408950806,12.423856097624036,-3.045544590865239,-453.50215596113327,8206.711893692827
5627,29,05,1994,-21.83717176378038,0.0010772497114195276,287.30407351616753,0.6346986592610676,50.02759313583374,12.167390989218818,-2.659800686815047,-455.33357351311224,8432.057288483322
5628,30,05,1994,-22.69403008795844,0.0010886023666201962,287.5899230272081,0.6229471575842963,51.52464485168457,12.465804590691459,-1.9532342203987942,-456.8482510609201,8613.27522669629
5629,31,05,1994,-22.424498955281578,0.001069970244598921,287.7325351216634,0.6148267804887559,51.52622365951538,12.548458471997579,-1.7603594158596438,-461.12332040549506,8759.550069367846
5630,01,06,1994,-23.14720865851508,0.0010848687664492091,287.78688686252167,0.613828614976671,51.22470140457153,12.233449849531386,-1.9360341405444648,-468.69552770278113,8910.13333897191
5631,02,06,1994,-23.453300899590385,0.0010580301096719267,288.0190652204726,0.6036752910614014,45.01869869232178,11.898002716233997,-2.2720671696344983,-476.54625109926917,9059.893992490792
5632,03,06,1994,-24.814242977227103,0.00106294516951659,288.2483158616808,0.6010183571709526,39.56717491149902,11.576599815008375,-2.565203977436487,-485.07925381691354,9203.562820102516
5633,04,06,1994,-25.433698500908744,0.0010777471414701925,288.52043836500377,0.5925365294986301,27.364601135253906,11.22754082745446,-2.2633755226135226,-496.4606991325283,9343.12459664353
5634,05,06,1994,-25.82485699971517,0.0010800328192836887,288.6908567460802,0.5945482223510742,26.689528465270996,10.936918265300328,-1.3696000981648737,-510.49127301971845,9480.451334566718
5636,07,06,1994,-27.826143432956272,0.001073524155402932,288.87176606411407,0.5827915646023221,29.724661350250244,9.7568422709571,-0.521964046732582,-533.2955419813568,9802.614280243553
5637,08,06,1994,-28.9049449347602,0.0010772294910452627,289.0341312920464,0.5735135573916964,24.173105239868164,9.311442864375644,-1.1331664949417088,-542.8773332046709,9977.704782590397
5638,09,06,1994,-29.006758088514538,0.0011017982691098546,289.24042383931476,0.5737636646694607,21.097922325134277,9.129354092089335,-1.1111518765343533,-551.4962713905948,10165.153162502915
5639,10,06,1994,-29.213996960110133,0.0011204650142110648,289.483314654541,0.5699227229648166,18.19868803024292,9.166582077089945,-0.6267366305669122,-557.4116546374476,10365.271595579607
5640,11,06,1994,-28.93095507066515,0.001144177567990179,289.8344308488634,0.5517459333207871,17.61003828048706,9.696592513635425,0.39753797276815034,-561.9391616340611,10557.43647656903
5642,13,06,1994,-27.61215092366536,0.0011085907293531315,290.536853885905,0.5332604184468587,17.971027851104736,10.24180759533776,1.5852173859066458,-571.2742606814503,10898.285001978855
5643,14,06,1994,-28.1851806189643,0.0011104160997451094,290.68840315687396,0.5518393736945257,18.62425470352173,10.11645428697798,1.8930371653027032,-573.7720262916944,11038.877164435127
5644,15,06,1994,-28.285360749308268,0.0011263155942643707,290.868908037991,0.5478135935889351,18.6582293510437,9.840148714404636,2.251957276111182,-571.7687652939356,11160.914928428563
5645,16,06,1994,-28.995377959865994,0.0011255624443118602,291.0873857771132,0.5410680968814426,16.081921100616455,9.483983687464395,2.7669663498560615,-565.9945785535239,11265.39887857638
5646,17,06,1994,-30.282087013753255,0.001115220228608208,291.25874084201394,0.5232849650065104,16.002535820007324,9.10609365518358,3.0610712515513128,-561.0179858107527,11343.825363513146
5647,18,06,1994,-31.607752772691516,0.001064304633510417,291.34343087192116,0.49798894462585447,15.970344543457031,8.376228365219964,3.173776107936438,-559.9872662725476,11417.977432459114
5648,19,06,1994,-31.267525824313694,0.0010289812477323117,291.49892620340984,0.48781400260925295,15.932446002960205,7.930834443113539,3.1388773289362613,-563.6824255772517,11508.629580689938
5650,21,06,1994,-32.21332420043945,0.0009750764645525932,291.8398412906223,0.4632978139665392,14.252554893493652,7.068663213539123,2.9348998441484264,-580.0194605087943,11749.231933858962
5652,23,06,1994,-32.63554796210395,0.0009449359555606053,292.28690552707246,0.46116850997077097,13.58408260345459,5.468398307736715,3.4013404579162625,-586.8897881840281,12002.818669862634
5653,24,06,1994,-32.91937231275771,0.0009341691827450228,292.4974808983697,0.4733952230665419,13.468999862670898,5.211862438583373,3.5203090944714046,-586.6349556439319,12126.357568365447
5655,26,06,1994,-34.30048677944607,0.0009373359358400801,292.7557574025472,0.45437722095913363,11.983723163604736,5.01816134768592,3.157635571289065,-580.2098173507172,12330.008308707493
5656,27,06,1994,-34.2104121263292,0.0009230723758435285,292.92776949022084,0.43633708237542046,12.20851469039917,5.116226311980354,3.231367454020185,-577.6408911663872,12385.345677792528
5657,28,06,1994,-33.85473457878961,0.0009247676658383676,292.9155076982286,0.4532162337409125,21.936110973358154,5.222059650760227,3.422859739515519,-578.9756066051781,12407.018293876823
5658,29,06,1994,-33.041878703138565,0.0009147047089172703,292.95491819356283,0.4668548625098335,20.29191541671753,4.894580705579122,3.2300949589199517,-581.6086848339955,12428.974608661943
5659,30,06,1994,-32.823087793986005,0.0009009960450966698,293.1686914065891,0.46246823196411135,20.58423376083374,4.593946698337131,3.3863051910824273,-583.2267360542943,12464.40488942602
5662,03,07,1994,-31.330443309529624,0.0009494800537003281,293.22300230543345,0.4892011278788249,45.053985595703125,4.123198731062148,3.764174746831261,-583.695794531396,12568.682008542577
5664,05,07,1994,-29.201517945692274,0.0009571856517114738,293.5865139194065,0.47453754467434356,42.142229080200195,4.210011292754279,3.607295260514156,-581.0934033624906,12661.201023554566
5665,06,07,1994,-29.25022598436144,0.0009751557202353094,293.7148387044271,0.470747450764974,42.5340256690979,4.417744685575697,3.6720368414137123,-577.7658007078778,12687.32752703432
5666,07,07,1994,-29.147544719441733,0.0009737610344249965,293.87390656331377,0.46504902000427245,38.95022106170654,4.855350497436524,3.7089313486311193,-574.9639818276103,12702.429573841626
5668,09,07,1994,-29.2314224351671,0.0009456028636346092,293.953459536065,0.4701785347832574,38.07436800003052,4.755868218337166,4.163371798621286,-566.6954460143711,12718.528505926959
5669,10,07,1994,-28.728999142456058,0.0009412043624364363,293.9401661590576,0.4755284370422363,38.31783437728882,4.828798041894701,4.201566015052798,-561.9727180701783,12717.476947843414
5670,11,07,1994,-28.402787830268007,0.0009743787361384141,293.833529405721,0.5044486217498779,43.504090309143066,4.664796991920471,4.393790736918982,-558.3976511044357,12712.67357376864
5671,12,07,1994,-28.523618555026584,0.0009851547216688157,293.6286875088162,0.5304940686119928,56.387704849243164,4.6747747794469205,4.24726477131314,-555.3381124587207,12704.456572781075
5672,13,07,1994,-27.582918519761826,0.0010048013780672718,293.42401380615235,0.5435978976779514,64.25416088104248,4.788737995402018,3.8946559035619126,-551.6223634328352,12702.858926313183
5674,15,07,1994,-25.989780429077147,0.0009919452793305658,293.1592267320421,0.5446118662092422,64.53727769851685,5.38960557952457,3.0639413460837495,-544.9773052978911,12696.963375610796
5676,17,07,1994,-24.597388957383895,0.000995421785452974,292.9332367696126,0.5423436186048719,64.38380336761475,5.393463066313003,3.113562435870703,-543.7766926045657,12709.119204730314
5677,18,07,1994,-23.366101690334744,0.0009940731614971835,292.8244291836209,0.556785477871365,75.75767040252686,5.944604629728529,3.4177971827613005,-541.630810886703,12730.271754697244
5678,19,07,1994,-23.092822539605034,0.0009939578585579335,292.67420625305175,0.5615159907023113,80.05411577224731,6.491151624891494,3.01624791206784,-537.6534224834589,12755.081823423741
5679,20,07,1994,-22.831977106391054,0.0009861119335263665,292.54582658962676,0.5644866765340169,82.37699460983276,7.284838645150927,2.91581401767731,-532.5324762791613,12781.405541897246
5680,21,07,1994,-22.534475241088863,0.0009741140377366644,292.35563708496096,0.5692099361843533,82.92293691635132,7.956062629148695,2.950352171982662,-526.996408271278,12800.241698042966
5681,22,07,1994,-21.988437793986,0.0009651537205779405,292.18037154778375,0.5777544293297663,83.20638418197632,8.431441502973769,2.890312515216406,-521.9644675488523,12806.870743960095
5683,24,07,1994,-20.637928706529404,0.000988814185483981,291.8491451212565,0.6001397365570068,86.14700698852539,9.01590279888577,2.899167121315005,-510.1209199520257,12774.346628757155
5687,28,07,1994,-17.185133346557617,0.0008809663600906611,291.2056663302952,0.6347777971903483,87.12485980987549,10.463890699471369,2.9082395183139402,-508.8951376931147,12655.820863485089
5688,29,07,1994,-16.50203206448025,0.0008718215874799499,291.08079016248917,0.6291180245717366,87.73566961288452,11.188151020685833,2.9146886883205863,-508.9018114874935,12643.936647155817
5689,30,07,1994,-16.26072991468641,0.0008727935954044597,290.8211907623291,0.6366293126424154,88.68642091751099,11.804360768614876,2.636342611228098,-505.99742876753146,12619.342559028402
5690,31,07,1994,-16.19358268737793,0.0008587572290345457,290.530389690823,0.6423720736609564,88.74307203292847,12.362219676738315,2.3444534331639635,-500.3128555752769,12589.569698740472
5691,01,08,1994,-16.10737634650336,0.00084185551021985,290.4536466393365,0.64821485303243,66.81201124191284,12.717554860814413,2.202772120560543,-491.6822056582278,12563.044609629658
5692,02,08,1994,-15.541331421237519,0.0008366453026453706,290.3513886057536,0.6540263542175293,72.56527614593506,12.675636328781975,2.444702866278757,-479.75054142483526,12524.247989884536
5693,03,08,1994,-15.601473918321396,0.0008093108267969202,290.12293569403755,0.6688327617221408,75.00264978408813,12.808002676709494,2.1608480888578656,-466.3027024493819,12468.83512578194
5694,04,08,1994,-15.664137489488386,0.0008070972046804349,289.8294909196641,0.6762097838931613,78.82527780532837,12.884955656623841,1.393990120273169,-454.5398239920294,12393.216691951933
5696,06,08,1994,-13.85238857930501,0.0008155441029365546,289.52475626831057,0.6937871922387018,86.23183679580688,13.453516201315987,0.9256285384919936,-439.84611188850215,12194.045121640414
5697,07,08,1994,-12.991377780829534,0.0008326928933296788,289.3472133626302,0.7027443176693386,87.37342071533203,13.984567325846355,1.1340131162219604,-434.7325250647745,12098.792797131797
5698,08,08,1994,-11.972404302978513,0.0008344888546574618,289.19948932223843,0.7113272690667046,90.15857315063477,14.434309825727675,1.5135158560435005,-429.024810412838,12001.940089452404
5699,09,08,1994,-11.341740807088216,0.0008375631808107654,289.0548315409343,0.7206416676839192,100.95682954788208,14.30603095840878,2.131667106035023,-421.159755974227,11891.273041340459
5700,10,08,1994,-11.176635388522676,0.0007940858011318293,288.850498320855,0.7136379415300157,106.53976917266846,14.850475667042202,2.03989416039785,-410.8345594832155,11778.01470320407
5701,11,08,1994,-11.045206250678168,0.0007711718630688159,288.6618312693278,0.707747480392456,107.54479169845581,15.602094968541461,2.2005084843741547,-400.3768074016014,11664.34483702992
5702,12,08,1994,-10.958870030381942,0.0007452378104541316,288.58144124484596,0.6961917359246148,100.80722332000732,16.29139338968065,2.3706519113752607,-391.00966748337595,11546.188448321116
5703,13,08,1994,-9.64629437154134,0.0007413342464141857,288.5923229763455,0.697079074774848,105.76429271697998,16.460380335617067,3.1322412656572154,-381.914536841601,11424.422206262669
5704,14,08,1994,-9.007955429755317,0.0007244284438305637,288.5919829837375,0.6989369793362087,106.5843734741211,16.270631376859875,3.9029950209299744,-372.3541924501886,11310.266119848047
5705,15,08,1994,-8.2310782107883,0.0007440291423288525,288.5374441816542,0.7150479443868001,123.69648838043213,15.786870241355897,4.514176172659135,-361.20659352524007,11213.596937841627
5706,16,08,1994,-6.9946866526285785,0.0007688181484104563,288.4169466278076,0.7318354302300347,138.99977159500122,15.641857871966893,4.096884480794273,-347.12405854548047,11115.303100518076
5707,17,08,1994,-6.206583233981661,0.0007709561322594406,288.3235083896213,0.7410197457207574,136.09286642074585,15.349960604010686,3.5278417295455955,-333.28500041131986,11002.117639927754
5708,18,08,1994,-4.937150643581813,0.0007704432812074327,288.1942132548014,0.7497014898512099,141.45515251159668,14.916915731832717,3.807295529111229,-320.9153174256997,10858.003828259265
5709,19,08,1994,-4.9483170104980445,0.0007681773784134849,288.06914120212133,0.7461931916978625,143.24502325057983,14.104032329792448,3.565322030427723,-308.3964684060743,10677.49991246806
5710,20,08,1994,-4.62511240166558,0.000774318033034049,287.9572058332655,0.756254081132677,143.8708953857422,13.492206056043837,3.313139740562441,-297.3382149827019,10477.2192304442
5711,21,08,1994,-3.527612046983505,0.0007988741327217415,287.78669968159994,0.7657857880062527,157.47672367095947,12.78343243675232,3.5287356660419062,-287.0265855218567,10283.190312409466
5712,22,08,1994,-3.459046291775172,0.0007755530032165753,287.6200539215088,0.7508607652452258,157.39972496032715,12.072856067403158,3.3434418685065395,-276.13680217185026,10095.175206713327
5715,25,08,1994,-2.0971801127115866,0.0008329011918572683,287.2394633494059,0.7353909884134928,153.9700756072998,11.181864779302808,3.3134373927010454,-238.84539576279894,9750.217645677552
5716,26,08,1994,-2.458779791598848,0.000826329508721311,287.1584481106228,0.7330774528503418,153.08119177818298,10.719277697202894,3.5720149494383096,-220.1315843152789,9677.701743684898
5717,27,08,1994,-3.088729438612194,0.0008091209990069626,287.0677450429281,0.7362624546474881,150.19572567939758,10.196953011491564,3.3123252249823696,-205.28111504525006,9592.180625904739
5718,28,08,1994,-3.1545777062310094,0.000830527534579576,286.9931636322021,0.7467824300977919,150.13855147361755,9.723331488418578,3.005201114251881,-193.6953306120653,9490.522308671385
5719,29,08,1994,-2.8301578755696597,0.0008410713718101356,286.9047367601182,0.7500102062649197,149.1428554058075,9.340228024715849,2.9894304826524545,-183.12216893218815,9379.036508117482
5720,30,08,1994,-2.2657000491672075,0.0008369695684000059,286.8554879279243,0.7448391054789225,148.08427214622498,9.234525599903531,2.8609641935348535,-171.8310148448455,9248.514765587126
5721,31,08,1994,-2.2674784339057057,0.0008433525541978978,286.7490272650824,0.7435292546590169,147.07339644432068,9.422944353548685,2.5801398991478837,-160.4487724316303,9082.628874912209
5722,01,09,1994,-2.166845211452906,0.0008769527358895882,286.6321503729926,0.7525878272586399,143.2615749835968,9.798053519609239,2.1288415275573755,-148.98656964044272,8894.352275671537
5723,02,09,1994,-1.6684099182128889,0.0008858018679076647,286.5626257822672,0.7621827386644152,143.66062808036804,9.87938388994005,2.342367649226721,-136.86505081323125,8696.31807149348
5725,04,09,1994,-2.0886800669352197,0.0008435731703521621,286.0601884080674,0.7544524809943306,152.236670255661,10.060741851764254,2.2240575886408513,-112.6302528188829,8339.254724504613
5727,06,09,1994,-1.7735521335177933,0.0008646583194582086,285.76217218695746,0.7573298609839545,148.22723364830017,8.954248676363626,0.5393003072950597,-90.29307782164211,8020.334623493702
5728,07,09,1994,-1.6510119445800764,0.0008715259956510029,285.6315441408793,0.7550655176798503,145.44486784934998,8.334122291141087,-0.17765563540988277,-81.64175112147613,7875.684644529128
5729,08,09,1994,-1.7222438327365432,0.0008695675498101182,285.4532879668341,0.7506945251464844,134.99009656906128,8.336821532736884,-1.0211594379425026,-72.54595781883602,7769.163854024944
5730,09,09,1994,-1.7672133375379755,0.0008686060529483964,285.35536881103513,0.7568768692016601,124.23860788345337,8.084451796065435,-1.8548065768559747,-61.58444084909383,7653.925797093973
5731,10,09,1994,-1.5796194959852414,0.0008631163312117172,285.2703290571425,0.7680076746198866,110.3501763343811,7.461745817311605,-2.5369430939568387,-50.2444564314612,7507.835658550785
5732,11,09,1994,-1.9054061828613262,0.0008483077701290919,285.13869047512475,0.7720101063622368,108.85965871810913,6.587843150605096,-2.6308549620098516,-38.5930454316337,7335.222959334712
5733,12,09,1994,-2.6560608469645164,0.0008513020102162448,284.93071335923935,0.769511019176907,103.46605348587036,5.9455316182242495,-3.281144231647913,-28.562694767663128,7147.68405271531
5734,13,09,1994,-2.6809374067518434,0.0008623476466802863,284.80431272786456,0.756071175087823,102.0817289352417,5.4331476503584115,-3.5697690902709938,-21.201774994712878,6953.898882308154
5736,15,09,1994,-3.939962659030489,0.000807533656685276,284.63763257717557,0.708615209918552,69.63029766082764,5.655961690054999,-3.67459983677334,-10.468929553872647,6507.881901597542
5737,16,09,1994,-4.527391922336153,0.0008139262901500843,284.56896848483615,0.7112972073025173,61.254286766052246,5.661587318992615,-3.5930104449378097,-4.267584489971587,6273.209045956752
5738,17,09,1994,-5.517307016330293,0.000812812081196393,284.396312149387,0.7068200428856743,51.60934495925903,5.838054538684421,-3.766362086041766,4.836693116348587,6061.6772720826275
5739,18,09,1994,-5.634754429117837,0.0008208484923420959,284.14906564873587,0.708194340303209,47.441558837890625,5.956803242535061,-3.251728134960596,14.448872152155351,5873.958941363617
5741,20,09,1994,-6.0072247612847205,0.0008197987776421035,283.87135044725204,0.6937527285257975,32.389365673065186,5.680543722894457,-2.353365662087332,40.55152265552046,5541.1283263971845
5742,21,09,1994,-5.939439808824326,0.0008345299686416184,283.7559610575358,0.7075224942949082,32.54941368103027,5.939760131072998,-1.5421683690812826,51.10696014101279,5369.029000320872
5743,22,09,1994,-4.573287905883788,0.000850952377425953,283.7636648186578,0.733157202996148,35.57056283950806,6.3200550451278685,-1.0656604330486699,58.35947419701249,5156.451015541774
5744,23,09,1994,-3.6715850172254756,0.0008251601434048401,283.7205485385471,0.7254257547166613,39.285439014434814,6.535406876669991,-0.8247384814368329,64.62082210181805,4922.468127748521
5745,24,09,1994,-3.1777863579644086,0.0007709130758988168,283.58963820834686,0.7211136772155762,36.07468366622925,6.999021357578702,-1.0064685585445803,73.0847291830554,4667.406917947679
5746,25,09,1994,-2.1398230319552938,0.0007723135734983467,283.435485164388,0.7250876569112142,41.71640467643738,7.203664693005879,-0.9820348882887074,85.52780420461139,4401.343639083137
